Date,Open,High,Low,Close,Adj Close,Volume
2012-07-23 0:00:00,323.5,324.808014,320.299988,322.100006,256.259338,4788687
2012-07-24 0:00:00,322.100006,323.100006,318.299988,319,253.792984,3348080
2012-07-25 0:00:00,319.600006,321,316.600006,317.100006,252.281433,3557230
2012-07-26 0:00:00,318.100006,325.256012,316.399994,323.5,257.373138,2816369
2012-07-27 0:00:00,326.299988,333.299988,325.600006,332.5,264.533447,3806919
2012-07-30 0:00:00,333.600006,337.600006,332.654999,337.100006,268.193146,4210383
2012-07-31 0:00:00,337.299988,340.299988,333.653015,333.700012,265.48819,3917226
2012-08-01 0:00:00,335.100006,338.092987,334.100006,335.5,266.920197,3699436
2012-08-02 0:00:00,336,341.5,334,334,265.726868,2702465
2012-08-03 0:00:00,336.100006,344.799988,334.200012,341.100006,271.375549,4694840
2012-08-06 0:00:00,343,362.059998,342,347.700012,276.626434,6968410
2012-08-07 0:00:00,347.799988,350.860992,345.059998,349.399994,277.978882,2889231
2012-08-08 0:00:00,348,349.899994,346.654999,348.799988,277.501587,3150294
2012-08-09 0:00:00,349.700012,351.200012,348.45401,350.600006,278.933594,3226702
2012-08-10 0:00:00,350,350.882996,346.799988,350.600006,278.933594,3368895
2012-08-13 0:00:00,351.399994,354.729004,348.399994,350,278.456299,4218788
2012-08-14 0:00:00,352,357.399994,351.899994,356,283.229797,6745907
2012-08-15 0:00:00,356,356.5,353.100006,354.299988,281.877319,6981788
2012-08-16 0:00:00,355.799988,360.600006,354.799988,360,286.412109,5666298
2012-08-17 0:00:00,360.200012,364.600006,358.600006,364.399994,289.91275,3391919
2012-08-20 0:00:00,364.799988,368.966003,362.299988,363.100006,288.87851,2951356
2012-08-21 0:00:00,364.600006,366.700012,363.420013,364.799988,290.231018,4029252
2012-08-22 0:00:00,362.600006,362.600006,358.5,360.200012,286.57132,3836160
2012-08-23 0:00:00,362.299988,364.5,356.399994,356.5,283.627533,5247404
2012-08-24 0:00:00,358.200012,385.899994,355,371.700012,295.720581,13384982
2012-08-28 0:00:00,371.700012,371.700012,360.399994,362.799988,288.639801,6135300
2012-08-29 0:00:00,362.799988,363.299988,356.899994,359.600006,286.093933,5735979
2012-08-30 0:00:00,358.600006,360.700012,356.299988,358.399994,285.139191,3761550
2012-08-31 0:00:00,358.600006,362.847992,356,357.799988,284.661865,4947188
2012-09-03 0:00:00,357,359.299988,352.700012,357.5,284.423157,3577047
2012-09-04 0:00:00,358.600006,360.559998,351.700012,352.700012,280.60437,3469110
2012-09-05 0:00:00,353.200012,356.600006,352.200012,354.799988,282.275055,3084631
2012-09-06 0:00:00,356.5,361.399994,354.299988,360.700012,286.969086,3847179
2012-09-07 0:00:00,361.200012,366,357.200012,361.200012,287.366852,3474282
2012-09-10 0:00:00,366,377.700012,363.700012,371.100006,295.243225,11670079
2012-09-11 0:00:00,370.299988,372.536987,367.200012,372.5,296.357025,5946239
2012-09-12 0:00:00,373.5,377.799988,372.191986,374.700012,298.1073,5811214
2012-09-13 0:00:00,375.399994,375.399994,366.299988,369.700012,294.129395,4683019
2012-09-14 0:00:00,374.600006,378.799988,369.559998,372.5,296.357025,6094376
2012-09-17 0:00:00,369.899994,373.399994,369.019989,371.600006,295.640961,2744512
2012-09-18 0:00:00,370.399994,371.299988,362.399994,365.200012,290.549194,6691486
2012-09-19 0:00:00,365.600006,368.899994,364.799988,367.700012,292.538147,4743541
2012-09-20 0:00:00,366.700012,371.899994,365.399994,371.399994,295.481903,3540779
2012-09-21 0:00:00,373,373.799988,368.700012,371.600006,295.640961,5483191
2012-09-24 0:00:00,370.200012,371.200012,366.899994,369.5,293.970276,2564235
2012-09-25 0:00:00,368.5,371.200012,367.700012,370.399994,294.686279,1715693
2012-09-26 0:00:00,366.799988,367.5,362,362,288.003326,4427000
2012-09-27 0:00:00,363.5,363.899994,359.700012,360.5,286.809967,3955865
2012-09-28 0:00:00,361.299988,362,356.799988,356.799988,283.866302,4738708
2012-10-01 0:00:00,357.299988,360.399994,355.200012,357.899994,284.741394,4525532
2012-10-02 0:00:00,356.899994,362.279999,355.600006,360.5,286.809967,3487841
2012-10-03 0:00:00,359.5,363.347992,358,361.799988,287.844238,2210817
2012-10-04 0:00:00,362.299988,367.899994,361.862,365.5,290.787964,3739178
2012-10-05 0:00:00,366,372.899994,366,371.799988,295.80011,5068310
2012-10-08 0:00:00,369.5,371.700012,367.5,369.5,293.970276,2917577
2012-10-09 0:00:00,370.799988,381.299988,370.799988,381.299988,303.358215,10021424
2012-10-10 0:00:00,380.200012,380.899994,374.399994,374.399994,297.868622,6070401
2012-10-11 0:00:00,375.200012,380.234985,374,377.899994,300.653229,4671134
2012-10-12 0:00:00,377.200012,380.299988,375,380.200012,302.483093,3853388
2012-10-15 0:00:00,381.200012,385.600006,380.309998,385.100006,306.381439,5714997
2012-10-16 0:00:00,385.700012,390.899994,385.700012,389.5,309.88205,5383259
2012-10-17 0:00:00,390.799988,392,385.856995,388.799988,309.325134,3286618
2012-10-18 0:00:00,389.399994,393.5,387.916992,390.399994,310.598083,4718797
2012-10-19 0:00:00,390,394.899994,389.200012,393.100006,312.746185,7080967
2012-10-22 0:00:00,392,393.575989,389.399994,390.200012,310.438995,3404698
2012-10-23 0:00:00,391.5,392.100006,386.40799,388.100006,308.76825,5979222
2012-10-24 0:00:00,389.5,390.899994,385.700012,389.700012,310.041199,3658854
