Date,Open,High,Low,Close,Adj Close,Volume
2014-04-01 0:00:00,296.049988,296.537994,291.856995,293.399994,280.198059,22471359
2014-04-02 0:00:00,294.200012,294.399994,292,292.649994,279.481812,19878234
2014-04-03 0:00:00,293.149994,294.700012,290.69101,291.700012,278.574585,15079524
2014-04-04 0:00:00,290,292.125,286.450012,287.399994,274.468018,30500543
2014-04-07 0:00:00,285.549988,289.899994,283.005005,283.299988,270.552521,22256349
2014-04-08 0:00:00,283,287.950012,278.5,287.850006,274.897827,46466951
2014-04-09 0:00:00,289,289.75,284,284.200012,271.412048,26696279
2014-04-10 0:00:00,285.850006,286.149994,283.053986,284.049988,271.268768,18364991
2014-04-11 0:00:00,282.700012,284.5,280.628998,281.049988,268.403748,17573959
2014-04-14 0:00:00,280,289.350006,279.600006,289.350006,276.330322,27798037
2014-04-15 0:00:00,289.350006,291.899994,285.899994,286.299988,273.417511,22117603
2014-04-16 0:00:00,300,302,290.600006,293.799988,280.580078,36824241
2014-04-17 0:00:00,295,295.450012,286.200012,289.700012,276.664581,29758412
2014-04-22 0:00:00,289.700012,294.149994,288.450012,292.399994,279.243042,41758931
2014-04-23 0:00:00,291.799988,298.278992,291.75,297.350006,283.970337,24092193
2014-04-24 0:00:00,299.25,300.399994,297.5,300.399994,286.883087,17332416
2014-04-25 0:00:00,300.100006,300.600006,297.951996,299.399994,285.928101,11659678
2014-04-28 0:00:00,299.049988,305.149994,298.950012,302.350006,288.745392,22432986
2014-04-29 0:00:00,301.200012,306.399994,301.200012,303.299988,289.652588,27190478
2014-04-30 0:00:00,292.600006,302.329987,291.100006,292.950012,289.435242,19332643
2014-05-01 0:00:00,291.200012,296.980011,284.399994,286.549988,283.11203,25705675
2014-05-02 0:00:00,285.200012,295.329987,283.899994,285.5,282.074646,17909987
2014-05-06 0:00:00,285.5,288.281006,285.125,287.799988,284.347046,19628316
2014-05-07 0:00:00,288.200012,289.450012,283.799988,286.049988,282.618011,23354188
2014-05-08 0:00:00,286.549988,295.399994,283.700012,295,291.460663,25924620
